#药材名称	异名
大叶紫珠	假大艾
大叶紫珠	白骨风
大叶紫珠	大风叶
大田基黄	红丝毛根
大田基黄	假辣蓼
大田基黄	泥鳅菜
大田基黄	星宿菜
大田基黄	红气根
大田基黄	红七草
大田基黄	金鸡脚
大田基黄	百煎草
大田基黄	娃霓草
大田基黄	黄鳅草
大田基黄	红头绳
大田基黄	血丝草
大田基黄	红灯心
大田基黄	红筋仔
大田基黄	麻雀利
大田基黄	珍珠菜
大田基黄	红筋草
大田基黄	地木回
大田基黄	拔血红
大田基黄	红香子
大田基黄	红梗草
大田基黄	田岸柴
大田基黄	定经草
大田基黄	水柯
大田基黄	红根仔
大田基黄	矮荷子
大田基黄	矮桃草
大田基黄	散血草
大田基黄	红杆草
大田基黄	红根排草
大对经草	大花金丝桃
大对经草	大叶刘寄奴
大对经草	老君茶
大地棕根	戎州仙茅
大地棕根	大地棕
大地棕根	猴子背巾
大地棕根	猴子包头
大地棕根	竹灵芝
大地棕根	撑船草
大地棕根	独脚莲
大百解薯	圆叶马兜铃
大百解薯	大青木香
大红青菜	菊三七
大红青菜	天青地红
大红青菜	土三七
大红青菜	菊状千里光
大红青菜	野青菜
大豆黄卷	大豆卷
大豆黄卷	大豆蘖
大豆黄卷	黄卷
大豆黄卷	卷蘖
大豆黄卷	黄卷皮
大豆黄卷	豆蘖
大豆黄卷	豆黄卷
大豆黄卷	菽蘖
大伸筋草	马尾千金草
大伸筋草	鹿角草
大伸筋草	青蛇勒公
大驳骨丹	鸭仔花
大驳骨丹	逼迫树
大驳骨丹	大还魂
大驳骨丹	大驳节
大驳骨丹	大接骨草
大驳骨丹	救命王
大驳骨丹	大驳骨
大驳骨丹	鸭公青
大驳骨丹	十月青
大驳骨丹	大叶驳骨草
大驳骨丹	黑叶接骨草
大虎耳草	岩耳巴
大虎耳草	心叶蒙自虎耳草
大虎耳草	蒙自虎耳草
大虎耳草	红岩草
大虎耳草	反背红
大虎耳草	小反背红
大金牛草	肥儿草
大金牛草	蛇总管
大金牛草	鹧鸪茶
大金牛草	金不换
大金牛草	紫背金牛
大金牛草	大兰青
大金牛草	大金草
大金牛草	金牛草
大金香炉	假豆稔
大金香炉	豹牙郎
大金香炉	石老虎
大金香炉	天红地白
大金香炉	开口枣
大金香炉	白爆牙郎
大金香炉	野牡丹
大金香炉	马缨花
大金香炉	茶罐叶
大金香炉	打破碗花树
大金香炉	羊开口
大金香炉	满拉
大金香炉	老虎杆
大金银花	破骨风
大肺筋草	肺经草
大肺筋草	半边钱
大肺筋草	脐风草
大肺筋草	反背红
大肺筋草	血经草
大肺筋草	乌豆草
大肺筋草	一支箭
大肺筋草	大肺经草
大肺筋草	水黄连
大肺筋草	瓣练
大肺筋草	小山芹菜
大肺筋草	五爪风
大肺筋草	子仔七
大肺筋草	肺筋草
大肺筋草	打不死
大昏头鸡	贯众
大昏头鸡	蕨薇菜根
大昏头鸡	大叶兰芝
大昏头鸡	大叶鲁基
大昏头鸡	牛尾贯众
大昏头鸡	昏头鸡
大昏头鸡	大叶贯众
大狗尾草	谷莠子
大狗尾草	狗尾巴
大泡通叶	牛嗓管叶
大泡通叶	豆豉叶
大泡通叶	大豆豉叶
大泡通皮	枝子皮
大茶药根	胡满强
大茶药根	大茶根
大茶药根	断肠草根
大茶药根	猪人参
大透骨消	透骨消
大透骨消	满山香
大透骨消	透骨草
大透骨消	岩子果
大透骨消	香叶子
大透骨消	炸山叶
大透骨消	冬青叶
大高良姜	大良姜
大高良姜	山姜
大高良姜	良姜
大接骨丹	水冬瓜木
大接骨丹	清明花
大接骨丹	接骨丹
大接骨丹	接骨草树
大接骨丹	水冬瓜
大接骨丹	水五加
大黑头草	黄药
大黑头草	大黄药
大黑头草	一号黄药
大黑头草	小香薷
大黑头草	吊吊黄
大黑头草	野苏子棵
大黑头草	野芝麻
大酸浆草	大酸酸
大酸浆草	草麻黄
大酸浆草	土麻黄
大酸浆草	土大黄
大酸浆草	川滇酸模
大毛桐子根	姜桐子树根
大毛桐子根	圆鞋
大毛桐子根	粗糠根
大叶千斤拔	猪尾
大叶千斤拔	千斤力
大叶千斤拔	千金红
大叶千斤拔	红药头
大叶千斤拔	白马屎
大叶白头翁	一面青
大叶白头翁	大火草
大叶白头翁	避风草
大叶白头翁	火草
大叶白纸扇	病花
大叶白纸扇	大叶靛青
大叶白纸扇	山膏药
大叶白纸扇	惊风草
大叶白纸扇	鸡母樵
大叶白纸扇	铁尺树
大叶白纸扇	白纸扇
大叶白纸扇	臭叶树
大叶白纸扇	合叶通草
大叶苣荬菜	白花大蓟
大叶苣荬菜	苦荬
大叶花椒根	公麒麟根
大叶青木香	宜宾防已
大叶青木香	川防己
大叶青木香	南瓜叶广木香
大叶青木香	葛藤香
大叶金花草	野黄连
大叶金花草	水黄连
大叶金花草	擎天蕨
大叶金花草	青蕨
大叶金花草	上树细辛草
大叶金花草	金花草
大叶金花草	孔雀尾
大叶金花草	乌韭
大叶金花草	雪仙草
大叶金花草	地柏枝
大叶金花草	雉鸡尾
大叶金花草	花叶凤尾草
大叶金花草	大金花草
大叶金锦香	响铃果
大叶骨牌草	七星草
大叶骨牌草	旋鸡尾
大叶骨牌草	金鸡尾
大叶骨牌草	七星凤尾草
大叶骨牌草	鳝鸡尾
大叶骨牌草	凤尾金星
大叶骨牌草	七星剑
大叶骨牌草	石扁担
大叶骨牌草	凤尾草
大叶骨牌草	骨牌草
大叶骨牌草	连天草
大叶骨牌草	连贴草
大叶骨牌草	石韦
大叶骨牌草	掘不尽
大叶骨牌草	大经刀草
大叶骨牌草	金星剑
大叶骨牌草	大号七星剑
大叶骨牌草	牛舌草
大叶骨牌草	华星蕨
大叶骨牌草	疏鳞星蕨
大叶骨牌草	大号石韦
大叶骨牌草	岩剑
大叶骨牌草	岩刀
大叶骨牌草	岩带
大叶骨牌草	剑刀草
大叶骨牌草	大号石剑
大叶骨牌草	拉舌狗
大叶骨牌草	石刀青
大叶香荠菜	北美独行菜
大叶香荠菜	土荆芥穗
大叶蛇总管	藿香
大叶蛇总管	山薄荷
大叶蛇总管	铁菱角
大叶蛇总管	蓝花柴胡
大叶蛇总管	脉叶香茶菜
大花威灵仙	威灵仙
大花美人蕉	美人蕉
大种半边莲	大半边莲
大种半边莲	野靛
大种半边莲	穿耳草
大种半边莲	偏杆草
大种半边莲	江南大将军
大种半边莲	白苋菜
大种鹅儿肠	黑牵牛
大种鹅儿肠	通经草
万年青	千年润
万年青	菖
万年青	千年菖
万年青	屋周
万年青	万年青根
万年青	冬不雕草
万年青	开口剑
万年青	斩蛇剑
万年青	白河车
万年青	牛尾七
万年青	冲天七
万年青	竹根七
万年青	铁扁担
万年青	青龙胆
万年青	白重楼
万年青	铁棕榈
万年青	万年肥
万年青	包谷七
万年青	诸总管
万年青	搜山虎
万年藓	天朋草
万年青叶	青龙胆叶
万寿菊花	臭芙蓉
万寿菊花	金菊
万寿菊花	黄菊
万寿菊花	红花
万寿菊花	柏花
万寿菊花	里苦艾
万寿菊花	蜂窝菊
万寿菊花	金花菊
万寿菊花	金鸡菊
上天梯	定风筋
上天梯	铜筷子
上天梯	灯台七
上天梯	七叶一枝花
上树鳖	望水王仙桃
上树鳖	乳汁藤
上树鳖	瓜子核
上树鳖	树上瓜子
上树鳖	瓜子藤
上树鳖	石仙桃
上树鳖	小耳环
上树鳖	上树瓜子
上树鳖	翼鱼草
上树鳖	石瓜子
上石田螺	金耳环
上石田螺	打不死
上石田螺	石钱
上石田螺	上树田螺
山药	落药
山药	署预
山药	薯蓣
山药	山芋
山药	诸署
山药	署豫
山药	玉延
山药	修脆
山药	著
山药	山著
山药	王茅
山药	薯药
山药	怀山药
山药	蛇芋
山药	白苕
山药	九黄姜
山药	野白薯
山药	山板薯
山药	扇子薯
山药	佛掌薯
山柰	三柰子
山柰	三赖
山柰	山辣
山柰	三赖
山柰	沙姜
山柏	大地柏枝
山柏	散柏枝
山柏	贵州蹄盖蕨
山韭	藿
山韭	籤
山韭	藿菜
山姜	和山姜
山姜	九姜连
山姜	姜叶淫羊藿
山姜	九龙盘
山姜	姜七
山姜	高良姜
山姜	鸡爪莲
山莓	悬钩子
山莓	沿钩子
山莓	蔗子
山莓	山泡子
山蒟	酒饼藤
山蒟	爬岩香
山蒟	二十四症
山蒟	上树风
山蒟	石药
山蒟	穿壁风
山蒟	满天香
山蒟	小风藤
山蒟	山萎
山蒟	绿藤
山蒟	香藤
山蒟	钻骨风
山蒟	臭老藤
山蒟	辣椒姜
山蒟	见风追
山蒟	过节风
山蒟	千节风
山蒟	上树蛇
山蒟	抱蛇
山蒟	水萎
山蒟	血姜
山蒟	山老叶
山蒟	也侧苗
山楂	机
山楂	槃梅
山楂	机子
山楂	羊械
山楂	鼠查
山楂	赤爪实
山楂	棠械子
山楂	赤枣子
山楂	山里红果
山楂	酸枣
山楂	鼻涕团
山楂	柿植子
山楂	山里果子
山楂	茅檀
山楂	猴檀
山楂	映山红果
山楂	海红
山楂	酸梅子
山楂	山梨
山楂	酸查
山橙	冬荣子
山橙	屈头鸡
山橙	山大哥
山橙	猢狲果
山橙	猴子果
山橙	铜锣锤
山橙	马疆藤
山橙	马疆橙藤
山土瓜	土高丽参
山土瓜	土白参
山土瓜	绿豆参
山土瓜	土人参
山土瓜	山豆根
山土瓜	三叶参
山土瓜	豆角参
山大刀	大丹叶
山大刀	山大颜
山大刀	刀斧伤
山大刀	血丝罗伞
山大刀	脂红叶
山大刀	刀伤木
山大刀	火筒树
山大刀	大口唇
山大刀	大罗伞
山大刀	九节木
山大刀	九节仔头
山大黄	唐大黄
山大黄	台黄
山大黄	土大黄
山大黄	峪黄
山大黄	籽黄
山大黄	北大黄
山大黄	格西古讷
山大黄	野大黄
山大黄	酸酸草
山大黄	黄古卵子
山大黄	苦大黄
山大黄	华北大黄
山马蝗	逢人打
山马蝗	扁草子
山马蝗	狗粪黏
山马蝗	野豌豆
山马蝗	山蚂蝗
山木通	搜山虎
山木通	威灵仙
山甘草	白蝴蝶
山甘草	白茶
山甘草	凉茶藤
山甘草	白头公
山甘草	凉藤
山甘草	黄蜂藤
山甘草	生肌藤
山甘草	粘雀藤
山甘草	土甘草
山甘草	水根藤
山甘草	假忍冬藤
山甘草	蝴蝶藤
山石榴	猪肚勒
山石榴	假石榴
山石榴	山黄皮
山石榴	刺子
山石榴	屎缸拔
山石榴	刺榴
山石榴	猪头果
山白菊	野白菊
山白菊	白升麻
山白菊	山马兰
山白菊	消食花
山白菊	常年青
山白菊	白花千里光
山白菊	八月霜
山白菊	马兰
山白菊	红管药
山芝麻	岗油麻
山芝麻	岗脂麻
山芝麻	田油麻
山芝麻	仙桃草
山芝麻	野芝麻
山芝麻	狗屎树
山芝麻	假芝麻
山芝麻	山麻
山芝麻	假油麻
山芝麻	芝麻头
山芝麻	牛釜尾
山芝麻	山野麻
山芝麻	白头公
山芝麻	油麻甲
山芝麻	野麻甲
山芝麻	假麻甲
山芝麻	苦麻
山芝麻	山脂麻
山芝麻	坡油麻
山芝麻	坡片公
山花生	狗尾花
山花生	细叶假花生
山花生	中蝶草
山花生	木假地豆
山花生	通乳草
山花生	大叶青
山花生	小槐花
山花生	木本山土豆
山杜仲	飞天驳
山杜仲	疏花卫矛
山杜仲	木杜仲
山豆根	山大豆根
山豆根	黄结
山豆根	苦豆根
山豆根	广豆根
山豆根	南豆根
山豆根	小黄连
山豆根	岩黄连
山兵豆	烂头钵
山兵豆	龙眼睛
山兵豆	白仔
山青皮	桂花叶兰
山青皮	丕妹
山青皮	山枝仁
山青皮	山枝茶
山苦草	苦草
山苦草	胆草
山苦草	散血草
山苦英	苦菜
山苦英	七托莲
山苦英	小苦麦菜
山苦英	苦叶苗
山苦英	败酱
山苦英	苦麻菜
山苦英	黄鼠草
山苦英	小苦苣
山苦英	活血草
山苦英	隐血丹
山苦英	小苦英
山苦英	苦丁菜
山苦英	苦碟子
山苦英	光叶苦莫菜
山苦英	燕儿衣
山苦菜	老蛇药
山苦菜	野洋烟
山枇杷	野枇杷
山矾根	土白芷
山佩兰	白头婆
山佩兰	佩兰
山佩兰	南佩兰
山佩兰	秤杆草
山佩兰	搬倒甑
山佩兰	野升麻
山佩兰	麻秤杆
山佩兰	秤杆升麻
山佩兰	红升麻
山佩兰	土升麻
山佩兰	泽兰
山佩兰	血升麻
山佩兰	细黑升麻
山珊瑚	红山茄
山茱萸	蜀枣
山茱萸	鼓实
山茱萸	鼠矢
山茱萸	鸡足
山茱萸	山萸肉
山茱萸	实枣儿
山茱萸	肉枣
山茱萸	枣皮
山茱萸	药枣
山茱萸	红枣皮
山茶花	曼陀罗树
山茶花	宝珠山茶
山茶花	红茶花
山茶花	宝珠花
山茶花	一捻红
山茶花	耐冬
山柳菊	九里明
山柳菊	黄花母
山柳菊	柳叶蒲公英
山柳菊	柳菊蒲公英
山香圆	两指剑
山香圆	千打锤
山香圆	七寸钉
山香圆	千锤打
山香圆	大驳骨
山香圆	小熊胆木
山扁豆	梦草
山扁豆	砂子草
山扁豆	蛇谷草
山扁豆	野通草
山扁豆	地柏草
山扁豆	水皂角
山扁豆	黄瓜香
山扁豆	蛇药
山扁豆	假牛柑
山扁豆	鱼骨折
山扁豆	红霜石
山扁豆	苦麦草
山莴苣	白龙头
山莴苣	苦芥菜
山莴苣	苦菜
山莴苣	野莴苣
山莴苣	苦麻
山莴苣	驴干粮
山莴苣	苦马菜
山莴苣	野大烟
山莓叶	对嘴泡叶
山莓叶	三月泡叶
山莓根	悬钩根
山莓根	木莓根
山莓根	三月蔗根
山莓根	三月泡根
山海棠	一口血
山海棠	大麻酸汤杆
山海棠	野海棠
山海棠	白棉胡
山海棠	老鸦枕头
山海棠	水八角
山海棠	金蝉脱壳
山海棠	红耗儿
山海棠	酸苹果
山海棠	腰包花
山海棠	化血丹
山海螺	地黄
山海螺	白河车
山海螺	牛附子
山海螺	乳夫人
山海螺	奶树
山海螺	四叶参
山海螺	白蟒肉
山海螺	山胡萝卜
山海螺	土党参
山海螺	奶参
山海螺	乳薯
山海螺	通乳草
山海螺	奶奶头
山海螺	老奶头
山海螺	野菜头
山海螺	奶葫芦
山海螺	奶茵陈
山海螺	奶党
山海螺	羊乳参
山梗菜	半边莲
山梗菜	水苋菜
山梗菜	苦菜
山梗菜	节节花
山梗菜	大种半边莲
山梗菜	水白菜
山梗菜	天竹七
山梗菜	对节白
山梗菜	水杨柳
山猫儿	碟碟草
山猫儿	老鼠砒
山猫儿	家鼠草
山猫儿	铰剪王
山猫儿	山交剪
山猫儿	天蒜
山猫儿	较剪草
山猫儿	假射干
山猫儿	山大箭兰
山猫儿	蛇王修
山麻根	龟叶麻根
山蛩虫	百脚陆
山蛩虫	千脚虫
山蛩虫	篦子虫
山蛩虫	锅耳朵
山蛩虫	大草鞋虫
山蛩虫	百节虫
山蛩虫	闷棒虫
山蛩虫	空筒筒虫
山椒草	塌地草
山椒草	卜罗草
山紫菀	葫芦七
山紫菀	大救驾
山紫菀	荷叶七
山紫菀	马蹄紫菀
山紫菀	土紫菀
山紫菀	硬紫菀
山紫菀	蹄叶紫菀
山紫菀	水荷叶
山楂木	赤爪木
山稗子	红果莎
山稗子	旱稗
山稗子	红稗
山稗子	水高粱
山稗子	野鸡稗
山稗子	红米
山稗子	野高粱
山稗子	山小米
山稗子	土稗子
山稗子	山高粱
山稔叶	岗稔叶
山稔叶	稔子叶
山稔叶	稔子树苗
山稔根	稔子树根
山稔根	岗稔根
山稔根	当梨根
山稔根	刀莲头
山稔根	多年片
山稔根	哆呢根
山稔根	多年头
山稔根	哆啤子根
山稔根	哆哞头
山慈菇	金灯花
山慈菇	鹿蹄草
山慈菇	山茨菇
山慈菇	慈姑
山慈菇	山慈姑
山慈菇	毛慈姑
山慈菇	泥冰子
山慈菇	算盘七
山慈菇	人头七
山慈菇	太白及
山慈菇	水球子
山慈菇	泥宾子
山慈菇	采配兰
山蜡梅	香风茶
山蜡梅	毛山茶
山蜡梅	岩马桑
山槟榔	山萝卜
山槟榔	化积药
山樱桃	牛桃
山樱桃	婴桃
山樱桃	英豆
山樱桃	梅桃
山樱桃	山婴桃
山薄荷	野薄荷
山薄荷	小兰花
山薄荷	香花花
山薄荷	臭兰香
山薄荷	栀子花
山橘叶	金豆叶
山藿香	血见愁
山藿香	血芙蓉
山藿香	野石蚕
山藿香	野薄荷
山藿香	仁沙草
山藿香	苦药菜
山藿香	假紫苏
山藿香	皱面草
山藿香	方枝苦草
山藿香	肺形草
山藿香	假香菜
山藿香	粘毛石蚕
山藿香	冲天泡
山藿香	土红苏
山藿香	皱面风
山藿香	杰草
山藿香	消炎草
山藿香	四方草
山大刀根	刀斧伤根
山大刀根	山大颜根
山大刀根	九节根
山大刀根	大罗伞根
山大刀根	九节木根
山木通根	威灵仙
山五味子	老米酒
山五味子	冷饭子
山五味子	糯米果
山五味子	冷饭团
山乌桕根	山柳
山乌桕根	山柳乌柏
山胡椒叶	见风消
山胡椒叶	雷公树叶
山胡椒叶	黄渣叶
山胡椒叶	铁箍散
山胡椒叶	洗手叶
山胡椒叶	牛筋树叶
山胡椒根	牛筋树根
山胡椒根	牛筋条根
山胡椒根	雷公高
山荔枝果	山荔枝
山黄豆藤	螃蟹眼睛
山黄豆藤	古眼风
山黄豆藤	三叶豆
山野豌豆	宿根巢菜
山野豌豆	落豆秧
山野豌豆	山豌豆
山野豌豆	山豆苗
山野豌豆	宿根草藤
山野豌豆	豆碗碗
山野豌豆	涝豆秧
山野豌豆	山黑豆
山野豌豆	透骨草
山野豌豆	草藤
山野豌豆	大巢菜
山野豌豆	野豌豆
山野豌豆	胡不姿
山野豌豆	豆豆苗
山野豌豆	芦豆苗
山道年蒿	驱蛔蒿
山慈菇花	金灯花
山飘儿草	苦胆草
山飘儿草	草龙胆
山飘儿草	青叶胆
山飘儿草	水黄连
山飘儿草	土黄连
山藤藤秧	野葡萄
山藤藤秧	黑水葡萄
千日红	百日红
千日红	千金红
千日红	百日白
千日红	千日白
千日红	千年红
千日红	吕宋菊
千日红	滚水花
千日红	沸水菊
千日红	长生花
千日红	蜻蜓红
千日红	球形鸡冠花
千日红	千日娇
千斤拔	金鸡落地
千斤拔	土黄鸡
千斤拔	老鼠尾
千斤拔	透地龙
千斤拔	牛大力
千斤拔	千里马
千斤拔	牛顿头
千斤拔	大力黄
千斤拔	千尾荡
千斤拔	三股丝
千斤拔	金牛尾
千斤拔	千金坠
千年艾	蕲艾
千年艾	玉芙蓉
千年艾	香菊
千年艾	白艾
千年艾	白香菊
千年艾	蜂草
千年艾	白芙蓉
千年艾	海芙蓉
千年艾	岩头白
千年健	一包针
千年健	千年见
千年健	千颗针
千年健	丝棱线
千里光	千里及
千里光	千里急
千里光	黄花演
千里光	眼明草
千里光	九里光
千里光	金钗草
千里光	九里明
千里光	黄花草
千里光	九岭光
千里光	一扫光
千里光	九龙光
千里光	千里明
千里光	百花草
千里光	九龙明
千里光	黄花母
千里光	野菊花
千里光	天青红
千里光	箭草
千里光	青龙梗
千里光	软藤黄花草
千里光	光明草
千里光	千家药
千层塔	蛇交子
千层塔	毛青杠
千层塔	虱子草
千层塔	生扯拢
千层塔	蛇足草
千层塔	千金榨
千层塔	矮杉树
千层塔	万年杉
千层塔	铁板草
千层塔	千金虫
千层塔	刘果奴
千层塔	矮罗汉
千层塔	狗牙菜
千层塔	虱婆药
千层塔	金不换
千层塔	金锁匙
千层塔	横纹草
千层塔	充天松
千层塔	虱婆草
千层塔	打不死
千层塔	矮松
千层塔	跌打损伤草
千层塔	杀蛆药
千层塔	山芝
千层塔	直立石松
千金子	千两金
千金子	菩萨豆
千金子	续随子
千金子	拒冬实
千金子	联步
千金子	拒冬子
千金子	滩板救
千金子	看园老
千金子	百药解
千金子	千金药解
千金子	小巴豆
千金藤	金线吊乌龟
千金藤	公老鼠藤
千金藤	野桃草
千金藤	爆竹消
千金藤	朝天药膏
千金藤	合钹草
千金藤	金丝荷叶
千金藤	天膏药
千屈菜	对叶莲
千屈菜	鸡骨草
千屈菜	大钓鱼竿
千屈菜	乌鸡腿
千屈菜	对牙草
千屈菜	铁菱角
千屈菜	败毒草
千屈菜	蜈蚣草
千屈菜	水槟榔
千针万线草	麦参
千针万线草	筋骨草
千针万线草	小胖药
川芎	山鞠穷
川芎	芎劳
川芎	香果
川芎	胡劳
川芎	马衔芎劳
川芎	雀脑芎
川芎	京芎
川芎	贯芎
川芎	抚芎
川芎	台芎
