金线草	一串红
寻骨风	兔子耳
列当	兔子腿
狐狸尾	兔尾草
望月砂	兔屎
白鼓	兔核
黄精	兔竹
望月砂	兔粪
金边兔耳	兔耳一支香
金边兔耳	兔耳一枝箭
金边兔耳	兔耳箭
金边兔耳	兔耳金边草
杏叶防风	兔耳防风
毛大丁草根	兔耳风根
望月砂	兔蕈
青木香	兜铃根
天仙藤	兜铃苗
水凤仙	入冬雪
青天葵	入地珍珠
紫茉莉根	入地老鼠
黑老虎	入地麝香
蔓赤车	入脸麻
茜草	入骨丹
钻地风	全叶钻地风
周毛悬钩子	全毛悬钩子
荃皮	全皮
旋覆花	全福花
全叶马兰	全缘叶马兰
全蝎	全虫
大尾摇	全虫草
水百合	八仙贺寿草
地桃花	八卦拦路虎
地桃花	八卦草
风箱树根	八卦风
六轴子	八厘麻子
三点金草	八字草
荭草	八字蓼
景天	八宝草
巴旦杏仁	八担杏
树花	八担柴
八月札	八月楂
木通根	八月瓜根
山白菊	八月霜
珍珠梅	八木条
鹿耳翎	八棱锋
陆英	八棱麻
漆大姑	八楞桔
算盘子	八楞楂
算盘子	八楞橘
鹿耳翎	八楞风
白屈菜	八步紧
漆大姑	八瓣桔
算盘子	八瓣橘
翅卫矛	八肋木
海石鳖	八节毛
藿香	八蒿
八角茴香	八角
天牛	八角儿
刺蒺藜	八角刺
八角茴香	八角大茴
臭梧桐	八角梧桐
野桐	八角楸
大叶藜	八角灰菜
八角茴香	八角珠
八角莲	八角盘
功劳木	八角羊
莽草根	八角脚根
功劳叶	八角茶
烟草	八角草
八角莲	八角连
红马蹄草	八角金钱
追骨风	八里花
追骨风	八里麻
相思子	八重山珊瑚
田基黄	八金刚草
漆大姑	八面桔
鹿耳翎	八面锋
一叶荻	八颗叶下珠
丁香	公丁香
钟乳石	公乳
猪笼草	公仔瓶
吹云草	公儿草
王瓜	公公须
追风伞	公接骨丹
广枝仁	公栀子
小雪人参	公油麻
古钮菜	公炮草
绞股蓝	公罗锅底
千金藤	公老鼠藤
藜芦	公苒
水蛇	公蛎蛇
接骨木	公道老
过江龙	公鱼秧草
小贯众	公鸡头
蜀葵花	公鸡花
花酸苔	公鸡酸苔
大叶花椒	公麒麟
大叶花椒根	公麒麟根
马比木	公黄珠子
鹿耳翎	六什头
鹿耳翎	六十瓣
黎辣根	六厘柴
牛藤	六叶野木瓜
铁苋	六合草
爵床	六方疳积草
神曲	六曲
腐婢	六月冻
鬼箭羽	六月凌
夏枯草	六月干
八月瓜	六月瓜
石龙胆	六月绿花草
旋覆花	六月菊
菜豆	六月鲜
石枣子	六棱椎
小花鸢尾根	六棱麻根
鹿耳翎	六毒草
杓儿菜	六氏草
射干	六甲花
苦茄	六甲草
鹿耳翎	六盘金
神曲	六神曲
鹿耳翎	六耳消
鹿耳翎	六耳铃
挂苦绣球根	六蛾戏珠
鹿耳翎	六角心
杠香藤	六角枫藤
鹿耳翎	六角瓣
薏苡仁	六谷米
鹿耳翎	六达草
毛冬青	六青
六方藤	六骨春筋藤
兰花叶	兰叶
五气朝阳草	兰布政
佩兰	兰泽
火腿	兰熏
小紫含笑	兰竹参
三消草	兰翅摇
鸭嘴癀	兰花仔
直萼黄芩	兰花地丁
米仔兰	兰花米
草菇	兰花菇
水菖蒲	兰荪
兰花	兰蕙
羽裂盾蕨	兰蕨草
天蓬草	兰衣参
蓝锡莎菊	兰锡莎菊
罗勒	兰香
罗勒子	兰香子
滑石	共石
洋金花	关东大麻子花
石决明	关海决
三十六荡	关腰草
野马蹄草	关草
夜关门	关门草
洋鸭	关鸭
九子不离母	兴元府草薛
化橘红	兴化红
毛脉柳叶菜	兴安柳叶菜
沙棘	其察日嘎纳
节节花	其菊
蜘蛛香	养血莲
佛甲草	养鸡草
白茅根	兼杜
琥珀	兽魄
蘋	冀草
地下明珠	内宝珠
紫荆皮	内消
玉簪花	内消花
红木香	内红消
黄芩	内虚
艾纳香	再风艾
桑螵蛸	冒焦
蝉花	冠蝉
万年青	冬不雕草
南酸枣	冬东子
粽粑叶	冬叶
寒莓	冬扎公
冬瓜子	冬瓜仁
旱冬瓜	冬瓜树皮
冬瓜瓤	冬瓜练
白术	冬白术
款冬花	冬花
冬葵叶	冬苋菜
阴地蕨	冬草
山橙	冬荣子
细香葱	冬葱
冬葵叶	冬葵苗叶
冬菇	冬蘑
破布草	冬虫草
黑大豆	冬豆子
冬青子	冬青实
椋子木	冬青果
救必应	冬青柴
野木耳菜	冬风菜
火麻仁	冬麻子
冰凉花	冰了花
冰凉花	冰凌花
肾蕨	冰果草
梅花冰片	冰片
艾纳香	冰片叶
黄樟	冰片树
梅花冰片	冰片脑
艾纳香	冰片艾
白及	冰球子
假酸浆	冰粉
冰凉花	冰蓼花
冰凉花	冰郎花
冰凉花	冰里花
万年青	冲天七
苦檀子	冲天子
山藿香	冲天泡
水葱	冲天草
茺蔚子	冲玉子
钩吻	冶葛
乌骨麻	冷坑兰
乌骨麻	冷坑青
朴松实	冷杉果
地白草	冷毒草
白冷草	冷水七
生藤	冷水发汗
姬蕨	冷水蕨
霸王鞭	冷水金丹
狼萁草	冷猪窝
六月合	冷草
华南毛蕨	冷蕨棵
香叶树	冷青子
豆瓣七	冷青草
红木香	冷饭包
山五味子	冷饭子
乌饭子	冷饭果
仙茅	冷饭草
冻绿刺	冻绿
冻绿刺	冻绿树
细香葱	冻葱
槲寄生	冻青
冬青子	冻青树子
麦瓶草	净瓶
荠菜	净肠草
瓠子	净街槌
圆叶乌头	准噶尔乌头
大蛇药	凉伞木
泽漆	凉伞草
朱砂根	凉伞遮金珠
地锦草	凉帽草
椋子木	凉木
肾蕨	凉水果
墨七	凉水渣子
腐婢	凉粉叶
木馒头	凉粉子
毛麝香	凉草
獐牙菜	凉荞
红果楠	凉药
山甘草	凉藤
孤米	凋底
寒水石	凌水石
硬骨凌霄	凌霄
紫葳根	凌霄花根
紫葳茎叶	凌霄藤
黄水茄	凝固茄
寒水石	凝水石
散血莲	凤丫草
夜关门	凤交尾
急性子	凤仙子
凤仙透骨草	凤仙梗
凤仙透骨草	凤仙花杆
凤仙透骨草	凤仙花梗
凤仙透骨草	凤仙花秸
凤仙叶	凤仙草
肾蕨	凤凰卵
半边旗	凤凰尾巴草
蜈蚣七	凤凰抱蛋
小野鸡尾	凤凰标
苦参	凤凰爪
地锦草	凤凰窝
朱砂根	凤凰翔
朱砂根	凤凰肠
小龙胆草	凤凰花
肾蕨	凤凰蕨
鸡子壳	凤凰蜕
凤凰衣	凤凰退
鸡血莲	凤尾七
猫脚印	凤尾小贯众
井口边草	凤尾接骨草
仙人掌	凤尾第
小野鸡尾	凤尾莲
铁树	凤尾蕉
苏铁花	凤尾蕉花
川层草	凤尾路鸡
鲚鱼	凤尾鱼
仙掌子	凤栗
梅花参	凤梨参
蓬莱草	凤梨癀
蓬莱草	凤梨草
车前子	凤眼前仁
凤眼果壳	凤眼果荚
水葫芦	凤眼蓝
射干	凤翼
昙花	凤花
马鞭草	凤颈草
蒲公英	凫公英
荸荠	凫此
蝴蝶花	凫翳
苯菜	凫葵
象皮木	凳板风
地骷髅	出子萝卜
百灵草	出浆藤
茭白	出隧
跌破簕	凿子树
山大刀	刀伤木
白浆藤	刀愈药
山大刀	刀斧伤
山大刀根	刀斧伤根
刀豆	刀板仁豆
紫云菜	刀枪药
马陆	刀环虫
贯筋藤	刀疮药
黄龙尾	刀砍药
芡实	刀芡实
山稔根	刀莲头
螳螂	刀螂
桑螵蛸	刀螂子
刀豆	刀豆子
刀豆	刀鞘豆
鲚鱼	刀鱼
丢了棒	刁了棒
竹叶青	刁竹青
鸊鷉	刁鸭
伸筋草	分筋草
通经草	分经草
水竹叶	分节草
细香葱	分葱
篦梳剑	分金草
狼杷草	切才曼巴
倒触伞	划船泡
刘寄奴	刘寄奴草
天名精	刘慵草
千层塔	刘果奴
侧子	则子
淫羊藿	刚前
砂茴香	刚前胡
巴豆	刚子
积雪草	刚果龙
木半夏果实	判渣
离根香	利根香
白及	利知子
徐长卿	别仙踪
了哥王根	别南根
颠茄草	别拉多娜草
刮筋板	刮金板
刮筋板	刮金槭
楼梯草	到老嫩
礜石	制石
胆矾	制石液
滴水珠	制蛇子
大蓟	刷把头
毛叶巴豆	刹埂
三加皮	刺三甲
三加皮	刺五爪
变叶美登木	刺仔木
小蓟	刺儿菜
小蓟	刺刺芽
簕苋菜	刺刺草
棘刺花	刺原
砂漏芦	刺头
地桃花	刺头婆
山石榴	刺子
小蓟	刺尖头草
鸟不企	刺惚
飞廉	刺打草
刺五加	刺拐棒
咬人狗	刺晕
刺玫果	刺木果
小蓟	刺杀草
小蓟	刺杆菜
雀梅藤	刺杨梅
刺楸树根	刺根白皮
香木菌桂	刺格
海桐皮	刺桐皮
金樱子	刺梨子
海仙人掌	刺棒
驱风通	刺椿木
刺楸树叶	刺楸叶
老鼠刺	刺楸子
刺楸树根	刺楸根
刺楸树皮	刺楸皮
金樱子	刺榆子
山石榴	刺榴
海胆	刺海螺
紫靛	刺牛膝
扛板归	刺犁头
土茯苓	刺猪苓
天浆壳	刺猬瓜
猴头菌	刺猬菌
玫瑰花	刺玫花
玫瑰花	刺玫菊
砂漏芦	刺甲盖
飞廉	刺盖
鸡娃草	刺矶松
铁海棠花	刺篷花
刺蜜	刺糖
骆驼刺	刺糖草
红花	刺红花
鹰不扑	刺老包
楤根	刺老包根
刺龙牙	刺老牙
楤木	刺老苞
鸟不企	刺老苞根
刺龙牙	刺老鸦
龙牙楤木叶	刺老鸦叶
蓄薇花	刺花
簕苋菜	刺苋
簕苋菜	刺苋菜
红楤木	刺茎楤木
倒钩刺	刺茶
芡实叶	刺荷叶
刺玫果	刺莓果
芡实	刺莲蓬实
托盘叶	刺菠叶
野菱	刺菱
鸟不企	刺葱
鸟不企	刺葱树
大蓟	刺蓟
小蓟	刺蓟菜
猪毛菜	刺蓬
水茄	刺蔷茄
小蓟	刺角菜
海桐皮	刺通
扛板归	刺酸浆
霸王鞭	刺金刚
海胆	刺锅子
鸭脚罗伞	刺鸭脚木
楤木	刺龙苞
荃皮	前皮
石防风	前胡
龙舌兰	剑兰
篦梳剑	剑叶卷莲
翠云草	剑柏
乌梢蛇	剑脊乌梢
量天尺花	剑花
叩头虫	剥剥跳
构皮麻	剥皮藤
马面鲀	剥皮郎
马面鲀	剥皮鱼
马蔺	剧草
马蔺花	剧荔花
蝎子七	剪刀七
铁钉菜	剪刀菜
田葱	剪刀铰
牛奶子	剪子果
剪夏罗	剪春罗
剪红纱花	剪秋纱
剪夏罗	剪红罗
瞿麦	剪绒花
王不留行	剪金子
剪夏罗	剪金花
胡黄连	割孤露泽
蓬（藟）	割田（薦）
苦（职）	劈柏草
草独活	力股牛
勒鱼	力鱼
枸骨子	功劳子
杠香藤	加吊藤
吕宋果	加挖弄
蔓胡颓子	加豆叶
淡花当药	加达
吕宋楸毛	加麻刺
矮脚苦蒿	劲直假蓬
芦荟	劳伟
金叶子	劳伤叶
金挖耳	劳伤草
鹿耳翎	劳毒草
水苏	劳祖
穞豆	劳豆
牧马豆	劳豆子
铁	劳铁
博落回	勃勒回
独行千里	勒儿根
跌破簕	勒凿树
云南萝芙木	勒毒
月季花	勒泡
金钮扣	勒矮瓜
荸荠	勒脐
律草	勒草
荔枝	勒荔
竻慈姑	勒蒙
露兜竻蔃	勒角强
奴柘刺	勒路子
鸢根	勒马回阳
麦门冬	募冬
川贝母	勤母
醉马草	勺草
大尾摇	勾头蛇
海鳗	勾鱼
丁公藤	包公藤
野芝麻	包团草
鳙鱼	包头鱼
三角泡	包袱草
包袱七	包袱莲
玉蜀黍	包谷
玉米轴	包谷心
土大黄	包金莲
挂金灯	包铃子
盒子草	匍丝网草
地白草	匍伏堇
吊兰	匍匐兰
壶卢	匏
壶卢	匏瓜
化橘红	化州橘红
化香树果	化树果
水蓑衣	化痰清
清酒缸	化痰精
九头狮子草	化痰青
化橘红	化皮
鸡内金	化石胆
山槟榔	化积药
化肉藤	化肉丹
金线草	化血七
消石	化金石
化肉藤	化食藤
化香树果	化香树球
草龙	化骨溶
鸡内金	化骨胆
香加皮	北五加皮
二色内风消	北五味子
蛹草	北冬虫夏草
金钟茵陈	北刘寄奴
山大黄	北大黄
槲寄生	北寄生
北豆根	北山豆根
消石	北帝元珠
硒砂	北庭砂
大叶香荠菜	北美独行菜
黄芫花	北芫花
侧耳	北风菌
白鲜皮	北鲜皮
鹤虱	北鹤虱
地核桃	匙头菜
萝芙木	十八爪
百日草	十姊妹
自消容	十字珍珠草
羊屎果	十年果
大驳骨丹	十月青
苋	十样锦
毛药	十萼茄
地桃花	千下锤
徐长卿	千云竹
牛筋草	千人拔
天胡荽	千光草
牛筋草	千千踏
虎刺	千口针
九里香	千只眼
土一枝蒿	千叶蓍
洋金花	千叶蔓陀罗花
地肤子	千头子
野马蹄草	千子草
千里光	千家药
千斤拔	千尾荡
白苣	千层剥
云母	千层玻
鹿茸草	千层矮
野菊花	千层菊
萝藦	千层须
仙掌子	千岁子
葛藟汁	千岁藟汁
波叶紫金牛	千年不出山
平地木	千年不大
火秧第	千年剑
鹿茸草	千年春
万年青	千年润
石斛	千年竹
天葵子	千年老鼠屎
剑叶耳草	千年茶
万年青	千年菖
千年健	千年见
鹿茸草	千年霜
木蝴蝶树皮	千张纸树皮
一年蓬	千张草
黄花地桃花	千打槌
枇杷芋	千斤坠
牛筋草	千斤草
扶芳藤	千斤藤
枇杷芋	千斤重
千日红	千日娇
马耳草	千日晒
千日红	千日白
蓍草	千条蜈蚣
金盏银盘	千条针
白花丹	千槟榔
地柏枝	千步还阳
木蝴蝶	千纸肉
铁海棠	千脚刺
山蛩虫	千脚虫
山蒟	千节风
马陆	千足
千里光	千里急
千里光	千里明
青藤子	千里藤
鹿茸草	千重塔
虎刺	千金刺
千斤拔	千金坠
千层塔	千金榨
千金子	千金药解
莴苣	千金菜
千层塔	千金虫
小蓟	千针草
大头陈	千锤草
吹火筒	千颗米
千年健	千颗针
鹊	千鹊
红粉	升丹
刺蒺藜	升推
红粉	升药
排钱草	午时合
排钱草	午时灵
盐蛇	午时逢
半边旗	半凤尾草
半枝莲	半向花
胡颓子	半含春
天南星	半夏精
无爷藤	半天云
榕须	半天吊
莲生桂子花	半天花
夜关门	半天雷
半春莲	半层莲
雪里见	半截烂
磨盘草	半截磨
扇蕨	半把伞
佛甲草	半支连
檫树	半枫樟
古钩藤	半架牛
半枫荷根	半梧桐
活血丹	半池莲
包袱七	半碗水
水蛇	半纹蛇
牛白藤	半路哮
刺齿凤尾蕨	半边双
楼梯草	半边山
扇子七	半边扇
地桃花	半边月
半枫荷根	半边枫荷
半边旗	半边梳
铁苋	半边珠
半边莲	半边花
半边莲	半边菊
半边旗	半边蕨
半边旗	半边风药
胡颓子	半钱子
佛肚花	华东佛肚苣苔
水凤仙	华凤仙
山大黄	华北大黄
窃衣	华南鹤虱
大叶骨牌草	华星蕨
羊角拗	华毒毛旋花子
华山矾	华灰木
野绿麻根	华艾麻草
雉	华虫
秤钩风	华防己
白接骨	华阿西达
矩形叶鼠刺	华鼠刺
茵芋	卑共
茵芋	卑山共
麻黄	卑盐
麻黄	卑相
毛叶算盘子	单亮
铁罗伞	单刀木
小牛力	单刀根
滴水珠	单叶半夏
黄珠子草	单叶叶下珠
麦斛	单叶石枣
吊岩风	单吊根
马刀	单姥
一箭球	单打槌
瓶尔小草	单枪一支箭
半边莲	单片芽
独叶一枝花	单肾草
抽筋草	单背叶
半边旗	单边旗
鱵鱼	单针鱼
大叶花椒	单面针
黄花稔	单鞭救主
龙船花	卖子木
龙船花茎吐	卖子木茎
五加果	南五加果
五加皮	南五加皮
土党参	南人参
丝棉木	南仲根
山佩兰	南佩兰
草菇	南华菇
水细辛	南坪细辛
红大戟	南大戟
兔儿伞	南天扇
瞿麦	南天竺草
石南实	南实
滇山茶	南山茶
白浆藤	南山藤
柔毛水杨梅	南布正
白扁豆	南扁豆
窝儿七	南方山荷叶
天南星	南星
鸡爪芋	南星头
大枣	南枣
花椒	南椒
柔毛水杨梅	南水杨梅
沙参	南沙参
南烛叶	南烛枝叶
蜂斗菜	南瓜三七
南瓜子	南瓜仁
大叶青木香	南瓜叶广木香
峨参	南田七
南天竹叶	南竹叶
南天竹子	南竹子
杜衡	南细辛
火腿	南腿
鸡爪芋	南芋
牛腿薯	南芪
旱芹	南芹菜
古羊藤	南苦参
续断	南草
雷公藤	南蛇根
紫贝	南蛇牙齿
蚺蛇皮	南蛇皮
廊茵	南蛇草
蚕豆	南豆
山豆根	南豆根
扁豆花	南豆花
面根藤	南面根
偏翅唐松草	南马尾连
桑螵蛸	博
君迁子	博枣
驳骨草	博节草
黄水枝	博落
蒲公英	卜地蜈蚣
山椒草	卜罗草
芦荟	卢会
钟乳石	卢布
金橘	卢橘
炉甘石	卢甘石
桔梗	卢茹
胡颓子	卢都子
卤碱	卤咸
大青盐	卤品裹
卤碱	卤水
卤碱	卤盐
鸭舌鱼鳖	卧龙草
栀子	卮子
溲疏	卯花
黄芩	印头
甜橙	印子柑
白牛尾七	印度大黄
穿心莲	印度草
蛇根木	印度萝芙木
木蓝	印度蓝
蛇根木	印度蛇根草
韩信草	印度黄芩
海鳗	即勾
萤火	即照
刺蒺藜	即藜
鸡屎藤	却节
婆婆纳	卵子草
茄子	卵茄
芡实	卵菱
鸡子黄油	卵黄油
通经草	卷叶凤尾草
粉背蕨	卷叶风尾
乌桕叶	卷子叶
乌桕木根皮	卷子根
乌桕木根皮	卷根白皮
书带蕨	卷槽还阳
大豆黄卷	卷蘖
八月札	压惊子
鳜鱼	厕鱼
藜	厘
黑老虎	厚叶五味子
球兰	厚叶藤
厚朴果	厚实
厚朴果	厚朴实
厚朴	厚皮
迭裂黄堇	厚翅紫堇
落地生根	厚面皮
瓦松	厝莲
干地黄	原生地
胡荽	原荽
蚕沙	原蚕屎
蚕沙	原蚕沙
芫花	去水
蟾蜍	去甫
蟾蜍	去蚥
三七	参三七
珠儿参叶	参叶子
人参芦	参芦
土人参	参草
苦丁	叉头草
狼杷草	叉子草
猪毛菜	叉明棵
对叉疗药	叉痔草
白背三七	叉花三七
落花生	及地果
泽泻	及泻
金鸡脚	双凤尾草
小石仙桃	双叶岩珠
小石仙桃	双叶石枣
腹水草	双头粘
旱田草	双头镇
石鮅鱼	双尾鱼
太子参	双批七
排钱草	双排钱
獐牙菜	双斑獐牙菜
九龙藤	双木蟹
婆婆纳	双珠草
过坛龙	双甲草
巴豆	双眼龙
巴豆叶	双眼龙叶
水泽兰	双线草
水锦树	双耳蛇
苦丁	双股金钗
双肾子	双肾参
入地金牛	双背针
金银花	双花
毛药	双花红丝线
金银花	双苞花
灯盏细辛	双葵花
省沽油	双蝴蝶
排钱草	双金钱
婆婆纳	双铜锤
鹅掌楸根	双飘树根
都拉	双香
双肾子	双黄参
百舌鸟	反舌
百舌鸟	反舌鸟
狼萁草	反蕨叶
亮菌	发光小蜜环菌
钩吻	发冷藤
水蜈蚣	发汗草
地柏枝	发治草
血余	发灰
法罗海	发罗海
倒赤伞	发表药
血余	发髪
鲟鱼	叔鲔
石壁莲	取一包针
苣荬菜	取麻菜
变叶美登木	变叶裸实
盐肤子	叛奴盐
雷蘑	口蘑
真藓	古屋瓦苔
山黄豆藤	古眼风
牡蛎	古贲
虎尾轮	古钱窗草
广香藤	古风子
石菖蒲	叩
黄芫花	叩皮花
苍耳子	只刺
夹竹桃	叫出冬
绛梨木子	叫梨子
绛梨木子	叫耳母子
蟋蟀	叫鸡
巴旦杏仁	叭哒杏仁
苦丁	台湾山苦英
溪黄草	台湾延胡索
黄花夹竹桃	台湾柳
涩梨	台湾苹果
川芎	台芎
香菇	台菌
芜菁	台菜
香菇	台蕈
山大黄	台黄
使君子	史君子
使君子根	史君根
乌骨麻	史氏楼梯草
乌骨麻	史氏赤车使者
忍冬藤	右旋藤
忍冬藤	右篆藤
豨莶	右骨消
小黑药	叶三七
叶上珠	叶上果
牙疳药	叶上绣球
叶上果根	叶上花根
粤瓦韦	叶下子
平地木	叶下珍珠
入地金牛	叶下穿针
百两金	叶下藏珠
篦梳剑	叶下青
艾纳香	叶下香
胡颓子根	叶刺头
叶下珠	叶后珠
面根藤	叶天剑
藏丁香	叶子花
元宝草	叶抱枝
落地生根	叶爆芽
落地生根	叶生根
苘麻	叶生毛
铁苋	叶里仙桃
大风药	叶青
向天蜈蚣	叶顶珠
博落回	号筒杆
蓝花茶	吃不饱草
双参	合包参
藤本夜关门	合包叶
荷苞花	合包花
大叶白纸扇	合叶通草
双参	合合参
合掌消	合同硝
榼藤子	合子
盒子草	合子草
合萌	合明草
合欢皮	合昏皮
合欢皮	合欢木皮
天麻	合离草
鸭舌草	合菜
香菇	合蕈
小果排草	合血香
萝藦	合钵儿
千金藤	合钹草
鸡骨头	合骨韦
东廧子	吉刺儿
罗布麻	吉吉麻
补骨脂	吉固子
粘毛鼠尾草	吉子嘎保
黄刺皮	吉尕尔
独一味	吉布孜
沙枣	吉格达
透骨草	吉盖草
扶桑花	吊丝红花
凌霄花	吊墙花
舒筋草	吊壁伸筋
枫香寄生	吊杀猢狲
腹水草	吊杆风
崖花海桐叶	吊灯笼
舒筋草	吊白伸筋
水红木叶	吊白叶
吊竹梅	吊竹菜
腹水草	吊线风
茄子	吊菜子
钩藤	吊藤
小野鸡尾	吊金草
金钟茵陈	吊钟草
走马风	吊钟黄
榕须	吊风根
莎草	吊马棕
饿蚂蝗	吊马花
胡豆草	吊鱼杆
小二仙草	同丹药
独脚柑	同脚草
蓝猪耳	同色蓝猪耳
茼蒿	同蒿
茼蒿	同蒿菜
龙葵	后红子
菟丝子	吐丝子
海金沙草	吐丝草
土附	吐哺
三点金草	吐泻草
吐烟花	吐烟草
紫靛	吐红草
菟丝	吐血丝
黄花菜	向天癀
天香炉	向天石榴
瓦松	向天草
短小蛇根草	向日癀
向日葵茎髓	向日葵瓤
向日葵花盘	向日葵花托
向日葵茎髓	向日葵茎心
向日葵花盘	向日葵饼
吕宋楸毛	吕宋楸荚粉
千日红	吕宋菊
番石榴叶	吗桂香拉
麻疯树	吗洪罕
白及	君求子
胆矾	君石
野牡丹	吞口巴
慈乌	吟老鸦
蟋蟀	吟蛩
哈士蟆	吧拉蛙
鱣鱼	含光
积雪草	含壳草
樱桃	含桃
买麻藤	含水藤
蚌肉	含浆
卷柏	含生草
蜈蚣	吴公
薄荷	吴羰茼
吴茱萸	吴萸
蜀葵花	吴葵华
野芝麻	吸吸草
磁石	吸针石
磁石	吸铁石
露兜竻蔃	吹拖髻
怜木	吹木叶
鰕虎鱼	吹沙
蛤蜊	吹潮
苦地胆	吹火根
河豚	吹肚鱼
半边莲	吹血草
眼镜蛇	吹风蛇
眼镜蛇	吹风鳖
吹云草	吹魂草
空心木	吹鼓清
楤木叶	吻头
钩吻	吻莽
蝴蝶花	告剪草
云实	员实
升麻	周升麻
菊花	周盈
升麻	周麻
石灰	味灰
澄茄子	味辣子
鰕虎鱼	呵浪鱼
夹蛇龟	呷蛇龟
鸱鹤	呼咵鹰
樝子	和园子
半夏	和姑
白毛藤	和尚头草
石斑木根	和尚子樵
山姜	和山姜
臭山羊	和常山
白蝶花	和气草
泥鳅	和鳅
咖啡	咖啡豆
咬人狗	咬人猫
变叶美登木	咬眼刺
剑叶耳草	咳嗽痨
九头狮子草	咳风尘
玄参	咸
胡颓子	咸匏头
盐匏藤	咸匏藤
食盐	咸槎
篑草	咸水草
紫砂	咸硒砂
酸藤果	咸酸果
细果角茴香	咽喉草
三点金草	品字草
辟汗草	品川荻
鳡鱼	哆口鱼
山稔根	哆呢根
桃金娘	哆哞仔
山稔根	哆哞头
山稔根	哆啤子根
哈士蟆	哈什蟆
